,distance_0,pval_0,distance_1,pval_1,distance_2,pval_2,distance_3,pval_3,distance_4,pval_4,distance_5,pval_5,distance_6,pval_6,distance_7,pval_7,distance_8,pval_8,distance_9,pval_9,distance_10,pval_10,distance_11,pval_11,distance_12,pval_12,distance_13,pval_13,distance_14,pval_14,distance_15,pval_15,distance_16,pval_16,distance_17,pval_17,distance_18,pval_18,distance_19,pval_19,pval_mean,pval_std,distance_mean,distance_std,pval_mean_log,distance_mean_log,region_name,source,is_enhancer,num_sgRNA,num_cells
chr13:27968887-27969277,12.025634765625,0.0,12.80126953125,0.0,11.7568359375,0.0,9.021728515625,0.0,11.5052490234375,0.0,13.8739013671875,0.0,12.411865234375,0.0,12.6898193359375,0.0,10.64892578125,0.0,15.19580078125,0.0,12.7735595703125,0.0,11.3121337890625,0.0,16.50244140625,0.0,9.4339599609375,0.0,13.994140625,0.0,12.498779296875,0.0,10.8515625,0.0,9.9326171875,0.0,11.0994873046875,0.0,9.7894287109375,0.0,0.0,0.0,12.00595703125,1.9119502825650105,5.0,1.0793967847033124,CDX2_P1P2,TFPerturbSeq,False,5,776
chr13:114314348-114314719,20.4088134765625,0.0,19.4522705078125,0.0,20.813232421875,0.0,24.331298828125,0.0,19.7813720703125,0.0,18.7554931640625,0.0,19.3765869140625,0.0,19.529296875,0.0,22.3206787109375,0.0,17.3150634765625,0.0,20.7073974609375,0.0,20.7288818359375,0.0,15.6263427734375,0.0,22.509521484375,0.0,19.37255859375,0.0,19.7364501953125,0.0,21.295654296875,0.0,23.0623779296875,0.0,21.3748779296875,0.0,24.087890625,0.0,0.0,0.0,20.529302978515624,2.1233792422225917,5.0,1.3123742042306357,CHAMP1_P1P2,TFPerturbSeq,False,5,1305
chr8:60678741-60679080,15.2769775390625,0.0,14.1904296875,0.0,13.8277587890625,0.0,19.0994873046875,0.0,14.413818359375,0.0,12.251220703125,0.0,13.4212646484375,0.0,14.398681640625,0.0,17.034912109375,0.0,12.888916015625,0.0,13.1373291015625,0.0,15.8614501953125,0.0,11.635009765625,0.0,18.16455078125,0.0,12.94189453125,0.0,13.0703125,0.0,14.5380859375,0.0,19.30810546875,0.0,16.4093017578125,0.0,17.332763671875,0.0,0.0,0.0,14.960113525390625,2.2704150267609435,5.0,1.1749348892011453,CHD7_P1P2,TFPerturbSeq,False,5,2765
chr6:139373772-139374655,20.5687255859375,0.0,22.2978515625,0.0,23.6422119140625,0.0,17.2960205078125,0.0,21.67529296875,0.0,23.1966552734375,0.0,22.17724609375,0.0,23.82861328125,0.0,19.2601318359375,0.0,25.4219970703125,0.0,24.470947265625,0.0,20.457763671875,0.0,28.272705078125,0.0,17.941162109375,0.0,26.3214111328125,0.0,23.2783203125,0.0,21.84375,0.0,17.431884765625,0.0,19.600341796875,0.0,18.222900390625,0.0,0.0,0.0,21.860296630859374,3.045544659892273,5.0,1.3396560507642488,CITED2_P1P2,"OpenTargets,CHDgene.au",False,5,1131
chr3:129183655-129183900,7.3902587890625,0.0,7.2666015625,0.0,6.7957763671875,0.0,8.935791015625,0.0,6.8828125,0.0,6.728759765625,0.0,6.294189453125,0.0,7.695556640625,0.0,7.7796630859375,0.0,7.5623779296875,0.0,6.0435791015625,0.0,7.828125,0.0,8.222412109375,0.0,9.1915283203125,0.0,7.8814697265625,0.0,5.79052734375,0.0,6.8360595703125,0.0,9.10888671875,0.0,8.701904296875,0.0,8.9755859375,0.0,0.0,0.0,7.59559326171875,1.0342119138243,5.0,0.8805617005462039,CNBP_P1P2,TFPerturbSeq,False,4,1974
chr16:3880184-3880693,9.967529296875,0.0,11.5003662109375,0.0,9.680419921875,0.0,8.2813720703125,0.0,10.8585205078125,0.0,10.789794921875,0.0,10.822265625,0.0,10.4017333984375,0.0,10.064208984375,0.0,11.84130859375,0.0,11.0537109375,0.0,10.3680419921875,0.0,12.4876708984375,0.0,8.500732421875,0.0,10.7347412109375,0.0,10.5631103515625,0.0,9.74072265625,0.0,8.7938232421875,0.0,8.63330078125,0.0,8.398681640625,0.0,0.0,0.0,10.174102783203125,1.1873854227049387,5.0,1.0074961207488913,CREBBP_P1P2,TFPerturbSeq,False,5,1431
chr9:137619029-137619516,18.38671875,0.0,18.072509765625,0.0,17.4171142578125,0.0,19.2288818359375,0.0,17.3475341796875,0.0,19.620361328125,0.0,17.7657470703125,0.0,17.09033203125,0.0,17.3236083984375,0.0,19.245849609375,0.0,18.7188720703125,0.0,18.36328125,0.0,19.3897705078125,0.0,18.445556640625,0.0,17.6810302734375,0.0,17.2132568359375,0.0,18.1051025390625,0.0,20.1849365234375,0.0,20.822265625,0.0,19.9853515625,0.0,0.0,0.0,18.520404052734374,1.093590062339926,5.0,1.2676504572896927,EHMT1_P1P2,CHDgene.au,False,6,1079
chr3:27721831-27722349,138.5452880859375,0.0,138.3258056640625,0.0,141.303466796875,0.0,152.822265625,0.0,141.548095703125,0.0,126.9080810546875,0.0,132.54931640625,0.0,146.588134765625,0.0,145.0106201171875,0.0,134.2020263671875,0.0,134.717529296875,0.0,141.929443359375,0.0,135.868896484375,0.0,151.9102783203125,0.0,140.27587890625,0.0,135.8118896484375,0.0,141.7205810546875,0.0,145.0030517578125,0.0,143.2769775390625,0.0,143.70849609375,0.0,0.0,0.0,140.60130615234374,6.307380955881848,5.0,2.147989355193909,EOMES_P1P2,TFPerturbSeq,False,5,324
chr22:41091729-41092903,53.72216796875,0.0,56.820068359375,0.0,54.189697265625,0.0,46.738037109375,0.0,55.0357666015625,0.0,57.0186767578125,0.0,55.64892578125,0.0,55.6380615234375,0.0,50.7176513671875,0.0,60.6116943359375,0.0,57.8067626953125,0.0,53.1995849609375,0.0,63.0618896484375,0.0,48.39013671875,0.0,56.9730224609375,0.0,55.77734375,0.0,54.63134765625,0.0,47.1217041015625,0.0,50.7216796875,0.0,48.73681640625,0.0,0.0,0.0,54.1280517578125,4.337269509417327,5.0,1.7334223957210562,EP300_P1P2,TFPerturbSeq,False,5,1730
chr12:132490176-132490383,11.028076171875,0.0,12.1734619140625,0.0,13.130126953125,0.0,8.8897705078125,0.0,11.828125,0.0,12.3349609375,0.0,11.562744140625,0.0,13.3673095703125,0.0,10.4031982421875,0.0,14.639404296875,0.0,13.3089599609375,0.0,11.1053466796875,0.0,17.4449462890625,0.0,9.4449462890625,0.0,15.09033203125,0.0,12.4176025390625,0.0,11.9581298828125,0.0,8.3463134765625,0.0,10.1746826171875,0.0,9.1214599609375,0.0,0.0,0.0,11.888494873046875,2.256901570458487,5.0,1.0751268748283669,FBRSL1_P1P2,OpenTargets,False,5,1617
chr10:121598105-121598384,10.495849609375,0.0,9.3070068359375,0.0,10.651611328125,0.0,13.93212890625,0.0,9.9527587890625,0.001,9.440673828125,0.001,10.9927978515625,0.0,9.3287353515625,0.001,12.5113525390625,0.0,7.6036376953125,0.001,9.80517578125,0.0,10.5255126953125,0.0,6.9962158203125,0.001,12.8704833984375,0.0,9.5267333984375,0.0,10.1842041015625,0.0,10.62890625,0.0,13.87841796875,0.0,11.3492431640625,0.0,12.993896484375,0.0,0.00025,0.00044426165831931924,10.64876708984375,1.8645033341057327,3.585026652029182,1.0272993282373653,FGFR2_P1P2,CHDgene.au,False,5,902
chr6:1610046-1610654,20.29833984375,0.0,19.177001953125,0.0,18.893798828125,0.0,24.9857177734375,0.0,20.009033203125,0.0,17.1175537109375,0.0,18.5333251953125,0.0,19.39990234375,0.0,23.276611328125,0.0,17.4034423828125,0.0,18.5816650390625,0.0,21.3306884765625,0.0,15.4100341796875,0.0,23.55908203125,0.0,17.7430419921875,0.0,18.648193359375,0.0,19.8284912109375,0.0,25.0283203125,0.0,21.082275390625,0.0,22.7685546875,0.0,0.0,0.0,20.153753662109374,2.64834454983644,5.0,1.3043559459073362,FOXC1_P1P2,TFPerturbSeq,False,5,1367
chr1:63322574-63322815,12.1141357421875,0.0,11.71240234375,0.0,13.7958984375,0.0,13.795166015625,0.0,12.059326171875,0.0,10.6927490234375,0.0,10.5760498046875,0.0,13.6788330078125,0.0,12.36279296875,0.0,12.5345458984375,0.0,11.2392578125,0.0,12.4345703125,0.0,14.794677734375,0.0,14.0478515625,0.0,14.2322998046875,0.0,11.2960205078125,0.0,12.7188720703125,0.0,12.6304931640625,0.0,13.583984375,0.0,13.2967529296875,0.0,0.0,0.0,12.679833984375,1.2059315344284602,5.0,1.1031135674146537,FOXD3_P1,TFPerturbSeq,False,5,1445
chr1:63323785-63323898,9.6038818359375,0.0,9.670654296875,0.0,12.2901611328125,0.0,10.935791015625,0.0,10.0626220703125,0.0,8.4991455078125,0.0,8.4136962890625,0.0,11.7176513671875,0.0,9.6446533203125,0.0,10.2041015625,0.0,9.460693359375,0.0,9.8250732421875,0.0,13.028076171875,0.0,11.3380126953125,0.0,12.368408203125,0.0,9.557373046875,0.0,10.59912109375,0.0,9.3585205078125,0.0,10.658447265625,0.0,10.5914306640625,0.0,0.0,0.0,10.391375732421874,1.2534910674432431,5.0,1.0166730483702093,FOXD3_P2,TFPerturbSeq,False,4,1611
chr8:144475400-144475825,57.141357421875,0.0,59.52685546875,0.0,62.7200927734375,0.0,58.51611328125,0.0,60.9481201171875,0.0,58.5340576171875,0.0,58.2608642578125,0.0,63.6358642578125,0.0,56.8399658203125,0.0,60.51123046875,0.0,61.410888671875,0.0,58.5321044921875,0.0,66.3668212890625,0.0,58.32666015625,0.0,63.560546875,0.0,59.81640625,0.0,61.1761474609375,0.0,53.625,0.0,59.787353515625,0.0,57.2198486328125,0.0,0.0,0.0,59.82281494140625,2.8736483553621253,5.0,1.7768668447494065,FOXH1_P1P2,TimeDep,False,5,299
chr15:26772637-26773036,7.282470703125,0.0,8.2882080078125,0.0,7.873046875,0.0,5.77099609375,0.001,7.712646484375,0.0,8.468505859375,0.0,7.4122314453125,0.0,7.97998046875,0.0,6.377685546875,0.0,10.1541748046875,0.0,9.0743408203125,0.0,7.37890625,0.0,11.86865234375,0.0,5.7135009765625,0.001,9.018310546875,0.0,7.447509765625,0.0,8.0926513671875,0.0,4.8651123046875,0.001,7.1334228515625,0.0,6.07470703125,0.001,0.0002,0.0004103913408340617,7.69935302734375,1.6069841260998863,3.677780705266081,0.8864542331647699,GABRB3_P1P2,OpenTargets,False,6,1345
chr8:11704145-11704289,85.703369140625,0.0,81.8975830078125,0.0,90.0052490234375,0.0,92.6138916015625,0.0,86.0498046875,0.0,79.478515625,0.0,82.57177734375,0.0,88.7978515625,0.0,86.28466796875,0.0,80.2642822265625,0.0,82.38525390625,0.0,84.4288330078125,0.0,83.933349609375,0.0,92.83544921875,0.0,85.595458984375,0.0,82.3712158203125,0.0,88.619873046875,0.0,85.5150146484375,0.0,89.5946044921875,0.0,88.488525390625,0.0,0.0,0.0,85.871728515625,3.8219636807752297,5.0,1.9338502049185475,GATA4_P1P2,"TimeDep,TFPerturbSeq",False,5,1834
chr18:22169605-22169694,10.857177734375,0.0,10.11376953125,0.0,14.0257568359375,0.0,10.428955078125,0.0,11.1903076171875,0.0,10.6539306640625,0.0,10.3131103515625,0.0,13.295166015625,0.0,9.8677978515625,0.0,11.508056640625,0.0,11.78173828125,0.0,9.6412353515625,0.0,14.3912353515625,0.0,10.884521484375,0.0,14.1015625,0.0,11.4598388671875,0.0,12.6739501953125,0.0,7.302978515625,0.001,10.74267578125,0.0,10.166748046875,0.0,5e-05,0.00022360679774997898,11.270025634765625,1.7365622904171782,4.221848749616356,1.0519249038921221,GATA6_P1P2,TimeDep,False,4,901
chr7:74657753-74657931,17.4351806640625,0.0,16.313232421875,0.0,19.2584228515625,0.0,18.826416015625,0.0,17.4151611328125,0.0,16.3040771484375,0.0,14.9993896484375,0.0,17.9654541015625,0.0,17.06787109375,0.0,16.9630126953125,0.0,18.27685546875,0.0,17.67333984375,0.0,18.400634765625,0.0,17.892822265625,0.0,18.008544921875,0.0,17.2498779296875,0.0,18.6241455078125,0.0,16.2525634765625,0.0,16.9520263671875,0.0,17.6483154296875,0.0,0.0,0.0,17.4763671875,1.0181860678741201,5.0,1.2424511608847393,GTF2I_P1P2,TFPerturbSeq,False,5,836
chr14:61695519-61695623,99.765625,0.0,97.1221923828125,0.0,100.2333984375,0.0,97.689208984375,0.0,97.1217041015625,0.0,99.329345703125,0.0,98.78125,0.0,99.62841796875,0.0,96.4842529296875,0.0,100.3189697265625,0.0,101.481201171875,0.0,95.866943359375,0.0,99.659912109375,0.0,98.997802734375,0.0,100.31103515625,0.0,96.7393798828125,0.0,102.87353515625,0.0,92.3079833984375,0.0,100.6058349609375,0.0,98.78173828125,0.0,0.0,0.0,98.70498657226562,2.3329429353976217,5.0,1.9943390937650127,HIF1A_P1P2,TFPerturbSeq,False,5,2254
chr15:77420898-77421124,18.25244140625,0.0,16.337890625,0.0,21.7569580078125,0.0,19.3155517578125,0.0,17.3668212890625,0.0,18.73974609375,0.0,18.075439453125,0.0,19.3170166015625,0.0,16.42724609375,0.0,17.37841796875,0.0,18.2147216796875,0.0,16.0908203125,0.0,20.17724609375,0.0,19.0809326171875,0.0,20.855224609375,0.0,19.1162109375,0.0,19.1485595703125,0.0,17.0111083984375,0.0,20.212158203125,0.0,19.7899169921875,0.0,0.0,0.0,18.633221435546876,1.5490795926995875,5.0,1.2702879451128908,HMG20A_P1P2,TFPerturbSeq,False,6,1464
chr5:75337232-75337451,15.858642578125,0.001,16.6817626953125,0.0,15.99658203125,0.0,14.5570068359375,0.001,15.339111328125,0.0,17.667236328125,0.0,17.08251953125,0.0,16.7626953125,0.0,15.9837646484375,0.0,19.4288330078125,0.0,17.4189453125,0.0,16.384765625,0.0,20.1334228515625,0.0,15.5062255859375,0.0,18.20751953125,0.001,16.444091796875,0.0,15.71240234375,0.002,17.848388671875,0.0,15.9720458984375,0.0,15.003662109375,0.0,0.00025,0.0005501196042201808,16.699481201171874,1.4246373287417573,3.585026652029182,1.2227029792333266,HMGCR_P1P2,OpenTargets,False,6,413
chr17:48577853-48578451,29.390869140625,0.0,30.4931640625,0.0,30.0419921875,0.0,24.8597412109375,0.0,29.00244140625,0.0,31.0311279296875,0.0,29.2998046875,0.0,30.774169921875,0.0,26.3404541015625,0.0,34.7542724609375,0.0,30.3699951171875,0.0,28.5205078125,0.0,37.2447509765625,0.0,25.7479248046875,0.0,33.04150390625,0.0,29.60693359375,0.0,28.691650390625,0.0,25.3214111328125,0.0,27.66064453125,0.0,25.768798828125,0.0,0.0,0.0,29.39810791015625,3.14734940513079,5.0,1.4683193797107523,HOXB4_P1P2,TFPerturbSeq,False,5,1368
chr11:535498-535566,10.268798828125,0.0,10.701171875,0.0,8.5428466796875,0.0,7.6231689453125,0.0,9.323486328125,0.0,11.0970458984375,0.0,9.8714599609375,0.0,9.05615234375,0.0,8.347900390625,0.0,12.2337646484375,0.0,11.6109619140625,0.0,9.2451171875,0.0,12.3739013671875,0.0,7.373046875,0.0,9.56005859375,0.0,9.6236572265625,0.0,10.20654296875,0.0,7.7822265625,0.0,9.6966552734375,0.0,8.865234375,0.0,0.0,0.0,9.670159912109375,1.429496138201547,5.0,0.9854336559208984,HRAS_P1,CHDgene.au,False,5,1610
chr11:537223-537310,8.7314453125,0.001,8.83544921875,0.001,7.7984619140625,0.0,7.1358642578125,0.001,7.96044921875,0.0,8.8935546875,0.0,7.74609375,0.0,8.1246337890625,0.001,7.115234375,0.002,10.0096435546875,0.0,9.5699462890625,0.0,8.10302734375,0.0,10.7374267578125,0.0,6.777587890625,0.0,8.321044921875,0.0,7.72412109375,0.002,8.8702392578125,0.0,6.1036376953125,0.004,7.8876953125,0.0,7.2940673828125,0.0,0.0006000000000000001,0.001046296727561194,8.186981201171875,1.1128285734604662,3.214670164989233,0.9131237931699798,HRAS_P2,CHDgene.au,False,4,901
chr7:50304289-50304799,23.1099853515625,0.0,24.810791015625,0.0,22.762451171875,0.0,18.3892822265625,0.0,23.9349365234375,0.0,25.302978515625,0.0,23.2266845703125,0.0,23.4423828125,0.0,20.9781494140625,0.0,27.921875,0.0,26.5386962890625,0.0,22.7830810546875,0.0,29.301513671875,0.0,18.993408203125,0.0,24.32177734375,0.0,24.548583984375,0.0,23.3995361328125,0.0,19.0516357421875,0.0,21.12939453125,0.0,20.17626953125,0.0,0.0,0.0,23.206170654296876,2.88546296015795,5.0,1.3656034816487177,IKZF1_P1P2,TFPerturbSeq,False,5,608
chr5:51383449-51383518,264.9876708984375,0.0,258.988037109375,0.0,257.1793212890625,0.0,281.4312744140625,0.0,263.0965576171875,0.0,253.4071044921875,0.0,260.1812744140625,0.0,258.7855224609375,0.0,273.122314453125,0.0,251.8475341796875,0.0,257.05517578125,0.0,268.876953125,0.0,241.2847900390625,0.0,274.072509765625,0.0,251.4888916015625,0.0,259.0784912109375,0.0,260.55712890625,0.0,282.8385009765625,0.0,265.9466552734375,0.0,271.8822021484375,0.0,0.0,0.0,262.8053955078125,10.35294109363069,5.0,2.419634277231792,ISL1_P1,TFPerturbSeq,False,5,1054
chr20:10673569-10674014,35.12646484375,0.0,37.7752685546875,0.0,35.99658203125,0.0,29.87109375,0.0,36.523681640625,0.0,37.78125,0.0,36.1903076171875,0.0,36.718994140625,0.0,32.185546875,0.0,40.7691650390625,0.0,38.5931396484375,0.0,34.7960205078125,0.0,43.7867431640625,0.0,30.175048828125,0.0,38.0478515625,0.0,37.171630859375,0.0,35.4429931640625,0.0,30.05419921875,0.0,33.420166015625,0.0,30.8983154296875,0.0,0.0,0.0,35.56622314453125,3.6682095316854735,5.0,1.5510377489480027,JAG1_P1P2,"TimeDep,OpenTargets,CHDgene.au",False,6,2976
chr9:4985094-4985381,10.8345947265625,0.0,12.3797607421875,0.0,11.12841796875,0.0,8.11376953125,0.001,11.2310791015625,0.0,12.33056640625,0.001,11.62890625,0.0,11.74560546875,0.0,9.71484375,0.001,13.6488037109375,0.0,13.0689697265625,0.0,10.7703857421875,0.0,15.931884765625,0.0,8.6033935546875,0.002,11.9097900390625,0.0,11.545654296875,0.0,11.5587158203125,0.0,8.0308837890625,0.001,9.6295166015625,0.001,8.6129150390625,0.001,0.0004,0.0005982430416161188,11.1209228515625,1.9689531111574108,3.3872161432802645,1.0461408279574889,JAK2_P1P2,OpenTargets,False,5,730
chr17:49788711-49789118,16.715087890625,0.0,17.7314453125,0.0,18.3785400390625,0.0,13.014404296875,0.0,16.2760009765625,0.0,18.4786376953125,0.0,17.2215576171875,0.0,18.1866455078125,0.0,14.67041015625,0.0,20.3951416015625,0.0,18.573486328125,0.0,15.9287109375,0.0,23.2996826171875,0.0,13.801513671875,0.0,20.669677734375,0.0,18.189697265625,0.0,16.8409423828125,0.0,12.880859375,0.0,14.9375,0.0,13.933349609375,0.0,0.0,0.0,17.00616455078125,2.700829568975479,5.0,1.230606376972129,KAT7_P1P2,TFPerturbSeq,False,5,943
chr1:202808200-202808400,20.45751953125,0.0,19.8404541015625,0.0,17.282470703125,0.0,23.819091796875,0.0,19.0736083984375,0.0,18.477294921875,0.0,19.10693359375,0.0,18.05615234375,0.0,22.42822265625,0.0,17.8511962890625,0.0,17.39892578125,0.0,21.5306396484375,0.0,16.1212158203125,0.0,22.8087158203125,0.0,17.330078125,0.0,18.3167724609375,0.0,17.6456298828125,0.0,25.9447021484375,0.0,21.6832275390625,0.0,22.1749267578125,0.0,0.0,0.0,19.867388916015624,2.6214720280099995,5.0,1.298140793436946,KDM5B_P1P2,TFPerturbSeq,False,4,1595
chr13:74134068-74134396,5.1856689453125,0.0,4.357177734375,0.002,3.865966796875,0.002,6.68115234375,0.0,4.60107421875,0.0,4.2508544921875,0.001,3.869873046875,0.0,4.564453125,0.0,5.580810546875,0.0,4.7198486328125,0.0,3.1976318359375,0.007,5.282958984375,0.0,3.8570556640625,0.001,6.2578125,0.0,3.9542236328125,0.001,3.614501953125,0.001,3.9095458984375,0.0,7.1285400390625,0.0,6.079833984375,0.0,5.9080810546875,0.0,0.0007500000000000001,0.0016181535936466535,4.843353271484375,1.1148046275938002,3.1191864077192086,0.685146147398969,KLF12_P1P2,TFPerturbSeq,False,5,4153
chr6:130018564-130018680,20.2291259765625,0.0,19.29345703125,0.0,24.81787109375,0.0,20.97021484375,0.0,20.89013671875,0.0,20.83251953125,0.0,20.3619384765625,0.0,23.7691650390625,0.0,19.3212890625,0.0,20.8211669921875,0.0,20.86181640625,0.0,18.974609375,0.0,24.361083984375,0.0,21.128662109375,0.0,25.1824951171875,0.0,21.9185791015625,0.0,22.077392578125,0.0,17.884033203125,0.0,21.72900390625,0.0,21.2855224609375,0.0,0.0,0.0,21.335504150390626,1.9473687862269609,5.0,1.3291029095410458,L3MBTL3_P1P2,TFPerturbSeq,False,5,1234
